artist,song,link,text
Pink Floyd,Coming Back To Life,/p/pink+floyd/coming+back+to+life_20108635.html,"While the seeds of life and the seeds of change were planted  
While you were hanging yourself on someone else's words  
Because the things you say and the things you do surround me  
And where were you when I was hurt and I was helpless  "
Pink Floyd,Cymbaline,/p/pink+floyd/cymbaline_20108653.html,
Pink Floyd,Dogs,/p/pink+floyd/dogs_20108596.html,"Sometimes it seems to me as if I'm just being used.  
And after a while, you can work on points for style.  
You have to be trusted by the people that you lie to,  
And then moving in silently, down wind and out of sight,  "
Pink Floyd,Don't Leave Me Now,/p/pink+floyd/dont+leave+me+now_20108780.html,Don't say it's the end of the road.  
Pink Floyd,Eclipse,/p/pink+floyd/eclipse_20108681.html,
Pink Floyd,Embryo,/p/pink+floyd/embryo_20108854.html,
Pink Floyd,Fat Old Sun,/p/pink+floyd/fat+old+sun_20108604.html,"When that fat old sun in the sky is falling
When the fat old sun in the sky is falling  
When that fat old sun in the sky is falling  "
Pink Floyd,Fearless,/p/pink+floyd/fearless_20108855.html,"And as you rise above the fearlines in his frown  
I look down hear the sound of the things you said today  
You pick the place and I'll choose the time  
And as I rise above the treeline and the clouds  "
Pink Floyd,Goodbye Blue Sky,/p/pink+floyd/goodbye+blue+sky_20108783.html,"""Look mummy, there's an aeroplane up in the sky""  
The flames are all long gone, but the pain lingers on.  
Promise of a brave new world unfurled beneath a clear blue  "
Pink Floyd,Grantchester Meadows,/p/pink+floyd/grantchester+meadows_20108808.html,"See the splashing of the kingfisher flashing to the water.  
And a river of green is sliding unseen beneath the trees  
Hear the lark harken to the barking of the dark fox  
Hear the lark harken to the barking of the dark fox  "
Pink Floyd,Happiest Days Of Our Lives,/p/pink+floyd/happiest+days+of+our+lives_20108785.html,
Pink Floyd,Ibiza Bar,/p/pink+floyd/ibiza+bar_20108656.html,"Take me down, take me down, from the shelf above your head  
And if I live on the shelf like the rest  
I'm so afraid of the mistakes that I made  "
Pink Floyd,If,/p/pink+floyd/if_20108605.html,"If I were a train, I'd be late again.  
And if I were with you, I'd be home and dry.  
If I were a rule, I would bend for you.  "
Pink Floyd,In The Flesh?,/p/pink+floyd/in+the+flesh_20108789.html,"If I had my way I'd have all of them shot
Pink isn't well he stayed back at the hotel  
And we're going to find out where you fans  "
Pink Floyd,In The Flesh (Ii),/p/pink+floyd/in+the+flesh+ii_20922808.html,"We're gonna find out where you fans really stand!  
Pink isn't well, he stayed back at the hotel  "
Pink Floyd,It Would Be So Nice,/p/pink+floyd/it+would+be+so+nice_20108823.html,
Pink Floyd,Knocking On Heaven's Door,/p/pink+floyd/knocking+on+heavens+door_20815958.html,I Feel like I'm knocking on heaven's door  
Pink Floyd,Late Night,/p/pink+floyd/late+night_20108826.html,
Pink Floyd,Learning To Fly,/p/pink+floyd/learning+to+fly_20108699.html,"Could blow this soul right through the roof of the night  
(Tower): You may commence your takeoff, winds over 10 knots.  
Tongue tied and twisted Just an earth bound misfit I  
My grubby halo, a vapor trail in the empty air,  "
Pink Floyd,Lucifer Sam,/p/pink+floyd/lucifer+sam_20108764.html,
Pink Floyd,Lucy Leave,/p/pink+floyd/lucy+leave_20108827.html,"You hold on so tight, so tight I just can't breath  "
Pink Floyd,Money,/p/pink+floyd/money_20108700.html,"Share it fairly but don't take a slice of my pie  
But if you ask for payrise it's no surprise  
Grab that cash with both hands and make a stash  
Get a good job with more pay and you're okay  "
Pink Floyd,Octopus,/p/pink+floyd/octopus_20108829.html,"Isn't it good to be lost in the wood  
So trip to heave and ho, up down, to and fro'  
Well, the madcap laughed at the man on the border  
Isn't it bad so quiet there, in the wood  "
Pink Floyd,On The Turning Away,/p/pink+floyd/on+the+turning+away_20108622.html,
Pink Floyd,Point Me At The Sky,/p/pink+floyd/point+me+at+the+sky_20108832.html,"Hey jean look at the screen and it's goodbye  
It's time to go, better run and get your bags  
And all we've got to say to you is goodbye  
For if you are stout you will have to breathe out  "
Pink Floyd,Remember A Day,/p/pink+floyd/remember+a+day_20108593.html,
Pink Floyd,The Nile Song,/p/pink+floyd/the+nile+song_20108664.html,She will make it to the islands in the sun  
Pink Floyd,The Thin Ice,/p/pink+floyd/the+thin+ice_20108799.html,"Don't be surprised when a crack in the ice  
You slip out of your depth and out of your mind  "
Pink Floyd,The Trial,/p/pink+floyd/the+trial_20108800.html,"If they'd let me have my way I could  
There must have been a door there in the wall  "
Pink Floyd,Vegetable Man,/p/pink+floyd/vegetable+man_20108837.html,"It's what I wear, it's what you see,  
There's a kind of stink about blue velvet trousers  
So I've changed my dear, and I find my knees,  
But it ain't anywhere, it just ain't anywhere.  "
Pink Floyd,What Do You Want From Me,/p/pink+floyd/what+do+you+want+from+me_20108743.html,"If I don't promise you the answers would you go  
Do you think I know something you don't know  
Do you want me to make a daisy chain for you  
Should I sing until I can't sing any more  "
Pink Floyd,Wish You Were Here,/p/pink+floyd/wish+you+were+here_20108843.html,
Pink Floyd,Wolfpack,/p/pink+floyd/wolfpack_20108842.html,
Pink Floyd,Wot's...Uh Deal,/p/pink+floyd/wots+uh+deal_20108676.html,"'Cause I'm the man on the outside looking in  
Point me down the right line because it's time  
Now I'm the man on the inside looking out  
Try to keep up with the turning of the wheel.  "
Pink Floyd,Yet Another Movie,/p/pink+floyd/yet+another+movie_20108632.html,"You're going on that plane to take you where you belong.  
You're only saying these things to make me go.  
He's not the worst, he's not the best  "
Pink Floyd,You Gotta Be Crazy,/p/pink+floyd/you+gotta+be+crazy_21050568.html,"You gotta be small to be a big shot,  
You gotta believe they've gotta believe you,  
You gotta be sure, you gotta be quick,  
Gotta believe in the way you get out of the maze.  "
Pink Floyd,Young Lust,/p/pink+floyd/young+lust_20108803.html,"""Yes, a collect call for Mrs. Floyd from Mr. Floyd.  
""See he keeps hanging up, and it's a man answering."""
Pink Floyd,Your Possible Pasts,/p/pink+floyd/your+possible+pasts_10206296.html,"For the gold in their bags or the knives in their backs  
Shown how to feel good and told to feel bad  
She stood in the doorway the ghost of a smile  
With cattle trucks lying in wait for the next time  "
Snoop Dogg,Beat Up On Yo Pads,/s/snoop+dogg/beat+up+on+yo+pads_20377043.html,"So I've been blessed so I guess I can give back  
Helmet and shoulders pads ain't no bullet proof vest  
See there ain't to many options in the wild wild west  
Beat up on yo pads, SYFL Beat up on yo pads  "
Snoop Dogg,Beautiful,/s/snoop+dogg/beautiful_20127134.html,"Yeah-yeah, you know I'm always on that cool shit  
Had to tell your moms and sister to cool it (Oh!)  
Yeah, yeah, yeah, yeah (Oh yeah, there's something about you)  
Have a glass, lemme put you in the mood and, (Oh!)  "
Snoop Dogg,Been Around Tha World,/s/snoop+dogg/been+around+tha+world_20831230.html,"Soon as I get home I'm racing to unplug my phone  
By my rag hanging, nigga, this is Crip, but I'm chilling  
Bad luck had me dying when I fell up out that boat  
Been around the world, I've seen every scene twice  "
Snoop Dogg,Boom,/s/snoop+dogg/boom_20905347.html,"I walk in the club and they front the bill  
I'll break down herbal till I move like a turtle  
She got Apple Bottom, homie, all I need do is mack  
They shut the Dogg down when he reach the max  "
Snoop Dogg,Change Gone Come,/s/snoop+dogg/change+gone+come_20471412.html,"You coulndn't be cause ever since its been DP  
Snoop Dogg again and you know I'm just giving it up  
And all I want for Christmas is forty city hoppin'  
So when you get your funk, go take to the store  "
Snoop Dogg,Cold Game,/s/snoop+dogg/cold+game_20904274.html,"You never tried to know Calvin you tried to group me, yo  
To kids all over the city bowling the Snoop's league  
Popping these P's even in the national cuisine overseas yeah  
You praise with the rise of the sun, you did  "
Snoop Dogg,Deez Hollywood Nights,/s/snoop+dogg/deez+hollywood+nights_20729497.html,"I gotta go behind the club just to get in  
He keep a bad hoe, I keep a bad hoe  
I'm in the back of the club gettin' a backrub  
So I let 'em kick it, then I let 'em lick it  "
Snoop Dogg,Doggy Dogg World,/s/snoop+dogg/doggy+dogg+world_20127116.html,"Why ask why? As the world keeps spinning to the D-O-Double-G-why  
We'd like to welcome y'all to the fabulous Carolina West  
So I blaze up the chronic, so I can get high  
It's like everywhere I look, and everywhere I go  "
Snoop Dogg,Don't Let Go,/s/snoop+dogg/dont+let+go_20127096.html,"Shit when u head up out the door foget the four four  
How the fuck did that happen I thought y'all niggas was rapping  
We need you to show em that (Don't let go)  
Like a twista, like a twista, get twisted with this  "
Snoop Dogg,Fresh Pair Of Panties On,/s/snoop+dogg/fresh+pair+of+panties+on_20198933.html,"When you goin' let a nigga have a look at it?  
You came by the chuuch with a whole lot of body  
And I ain't talking about no Air Force Ones  
I just gotta know, before you let me get some  "
Snoop Dogg,G Funk Intro,/s/snoop+dogg/g+funk+intro_20127118.html,"We do it Doggystyle, all the while we do it Doggystyle  
He'll roll over and take a doggy bag home  
Let these niggas know that niggas don't give a fuck!  
We travel in packs and we do it from the back  "
Snoop Dogg,Game Don't Wait,/s/snoop+dogg/game+dont+wait_20127244.html,"Proceed to get back to your folks, the loccs that need you  
The shit don't stop thats just how it goes  
you older than me, you say OG, you almost 40  
All we ever wanted was a small time rap chain  "
Snoop Dogg,Gangsta Ride,/s/snoop+dogg/gangsta+ride_20127220.html,"Gotta bag me some dank so I, hit the sto'  
I spit ya, spat at ya, whoot wham, get at ya  
We back in effect, we got the heat on deck  
Cause when I cock my shit, usually I pop my shit  "
Snoop Dogg,Give It 2 'em Dogg,/s/snoop+dogg/give+it+2+em+dogg_20127194.html,"Wit mo bitches, 4 bitches, some cole bitches, c'mon bitches  
We came to give you what the fuck you want  
Suckers, that's probably why I stay in the hills  
I jump in the 8 5 0 and smash on out  "
Snoop Dogg,Go Away,/s/snoop+dogg/go+away_20127170.html,"If you can walk this walk nigga take my shoes  
Too young to retire, I'm having fun wit it  
And then he in the club, all up on my dilznick  
Who the villain, you the villain? Nigga Ren is ""The Villain""  "
Snoop Dogg,I Can't Swim,/s/snoop+dogg/i+cant+swim_20127173.html,"And don't (don't) trust (trust) anyone (anyone, one, one)  
Baby girl said she wanna keep her clothes on,  
This is snoopy collins, trust no one, especially a bitch  
Now matter where I go, you got'cha eyes on me,  "
Snoop Dogg,I Knew That,/s/snoop+dogg/i+knew+that_21098471.html,"I love when you seein' she's goin' to the bathroom  
Grab me by the proof so I don't miss a beat  
No I'm not callin' you, what's your sign  
Then, threw caution to the wind cause F it, who cares  "
Snoop Dogg,I Love My Momma,/s/snoop+dogg/i+love+my+momma_20127222.html,"She taught me everything, but she didn't charge a fee  
And Warren G and Nate Dogg, shit them my true friends  
I love you momma (thought all the drama, I love my momma)
Yeah, I love you momma, yeah, I love you momma  "
Snoop Dogg,I Will Survive,/s/snoop+dogg/i+will+survive_20127250.html,"They say, what's a rapper? Well nigga, what's an emcee?  
I'm coming up quick, cause broke niggas need cash  
He never took the time-out to fall down on his knees  
Put me in the game, I'm riding hard 'til I win  "
Snoop Dogg,I'm Threw Witchu,/s/snoop+dogg/im+threw+witchu_20367503.html,"And your sister a twin so the bitch is the same bitch  
Got a fo' bedroom upstairs, I'm moving your sister in bitch  
Who got a hard head bitch, who just won't listen  
Bye bye bitch, and wit all the other pussy, yeah  "
Snoop Dogg,I'm Ya Dog,/s/snoop+dogg/im+ya+dog_21098240.html,"I was several million up before it came to light  
Pinkie rings and things that come with my wonderful job  
Smoked out like a player and you know the name  
Paid for, meanin' I ain't gotta rap for it  "
Snoop Dogg,In Love With A Thug,/s/snoop+dogg/in+love+with+a+thug_20127223.html,"And don't say shit when I dip with my click  
Her mother approved of me, but her father he don't  
No matter what her father say, baby gon' see me  
We been together six months, and we ain't argued yet  "
Snoop Dogg,Issues,/s/snoop+dogg/issues_20127176.html,"Man, I'm doing mine they're doing there's  
Right back in your motherfuckin' ass for the R-2-G, bitch  
'Cause I'm hundred twenty proof from the turf to the roof  
You better get up, get out and get your own, nigga  "
Snoop Dogg,It Blows My Mind,/s/snoop+dogg/it+blows+my+mind_20312311.html,"My status has been the badest eva since that inrto  
And it don't even matta if it in the package  
You hate it (huh) but you no I ain't even trippin  
I'm livin my life n never puttin my gun up  "
Wiz Khalifa,Be Easy,/w/wiz+khalifa/be+easy_20752102.html,"And I don't run the Burgh, I own it  
They like ""how did he get all them rocks in? ""  
Hit hard and then I dance on them like I'm Ali  
Tryna get rid of all you hatas and you bustas  "
Wiz Khalifa,Black And Yellow,/w/wiz+khalifa/black+and+yellow_20887396.html,"It's the big boy you know what I payed for it  
Soon as I hit the club look at them hoes face  
Yeah, uh huh, you know what it is (what it is)  
Them bitches love me 'cause I'm fuckin' with their best friends  "
Wiz Khalifa,Bout Me,/w/wiz+khalifa/bout+me_21049104.html,"Dick make her choke up, like a real no rock  
'Cause when we pullin' money out they be lovin' it  
Make a mess in that pussy and then she mop clean  
I'm in a hella fast whip going top speed  "
Wiz Khalifa,BTS,/w/wiz+khalifa/bts_21106685.html,"You know I try to do shit with my heart  
Stay on that piece for shit for nigga's that spray rounds  
Top on the building, I'm high as a 'scraper  
You know I try when people say I should change  "
Wiz Khalifa,Chewy,/w/wiz+khalifa/chewy_20874450.html,"With all these honeys I could make em pout. (Make em pout.)  
She could do the ad libs. (Do the ad libs)  
So ya best, best hop your ass in the ling. (Ling.)  
The money's what I'm thinking about. (Thinkin' bout.)  "
Wiz Khalifa,GangBang,/w/wiz+khalifa/gangbang_20903347.html,"And the car I push got more tent than a campground  
I'm throwin' signs it's looking like I gang bang  
'Cause they fuck with me hands down (down down down)  
I'm on the team it's lookin' like I gang bang  "
Wiz Khalifa,Initiation,/w/wiz+khalifa/initiation_21047860.html,"Wiz told me get 'em so I'm comin' out blastin' bitch  
This is for my young niggas, this is for my paid niggas  
This is for them boss niggas that be gettin' paper  
N-never had an issue givin' bitches my ass to kiss  "
Wiz Khalifa,Paperbond,/w/wiz+khalifa/paperbond_21047852.html,"Now there we go (back again) now there we go
Now there we go (back again) now there we go  
Now there we go (back again) now there we go  
You holdin' on to where we smoke it all to'day  "
Wiz Khalifa,Pittsburgh Sound,/w/wiz+khalifa/pittsburgh+sound_20752099.html,"Roll rubber you don't know who you dealin' with  
But I'm a hustler its all in my blood  
Know your man warm but the young ball killin' shit  
I'm not the type that you would call em a thug  "
Wiz Khalifa,Red Carpet (Like A Movie),/w/wiz+khalifa/red+carpet+like+a+movie_20874462.html,"We more than fly, introduce you to the gang members  
She smoke chronic, know the lyrics to all my songs  
I'm at the top, polo socks and pajamas on  
And all we do is get high and watch the dough swim  "
Wiz Khalifa,Remember You,/w/wiz+khalifa/remember+you_21047846.html,"All I ask of you is try to earn my memory  
I'mma have to take your number when I'm through with you  
Bad bitch, girl I think I might get used to you  
All I ask of you is try to earn my memory  "
Wiz Khalifa,STU,/w/wiz+khalifa/stu_21049098.html,"Got it twisted thinkin' I don't get fucked up  
I'm so turnt up, so turnt up (Get higher!)  
I'm the realest in the drop, just left the dealer  
I'm so turnt up, so turnt up (Get higher!)  "
Wiz Khalifa,Studio Lovin',/w/wiz+khalifa/studio+lovin_20914617.html,"We in my studio, oh oh, oh oh, oh oh, oh yea  
Up in my studio oh oh, oh oh, oh oh, oh yea.  
You say you probably work tomorrow, you can make it though,  
And even thought there's probably other places we can go,  "
Wiz Khalifa,Take Away,/w/wiz+khalifa/take+away_20874459.html,"Ain't gotta say shit, I know you don't  
I got your bitch in awe, she never flown first class  
All this good weed that I'm puffin' got me feelin'  
I got some hoes that wanna roll too (Ha ha)  "
Dean Martin,A Hundred Years From Today,/d/dean+martin/a+hundred+years+from+today_20216508.html,"The moon is shinin' and that's a good sign  
Why crave a penthouse that's fit for a queen  
Cling to me closer and say you'll be mine  
The moon is shinin' and that's a good sign  "
Dean Martin,A Marshmallow World,/d/dean+martin/a+marshmallow+world_20712730.html,"It's time for play, it's a whipped cream day  
It's a sugar date, what if spring is late  
Oh, the world is your snowball, see how it grows  
It's the time for play, it's a whipped cream day  "
Dean Martin,A Million And One,/d/dean+martin/a+million+and+one_20256271.html,
Dean Martin,Dreamer With A Penny,/d/dean+martin/dreamer+with+a+penny_20188613.html,"Got a gal who loves me for nothing but my love  
Got a gal who loves me for nothing but my love  
The moonlight is my silver the sunshine is my gold  "
Dean Martin,El Rancho Grande,/d/dean+martin/el+rancho+grande_20713642.html,"Free as the eagle flying I'm a-roping and a-tying  
Free as the eagle flying I'm a-roping and a-tying  
Free as the eagle flying I'm a-roping and a-tying  "
Dean Martin,Empty Saddles In The Old Corral,/d/dean+martin/empty+saddles+in+the+old+corral_20712700.html,
Dean Martin,Every Street's A Boulevard (In Old New York),/d/dean+martin/every+streets+a+boulevard+in+old+new+york_20712727.html,"So keep smiling and you'll never wear a frown  
I tell you every street's a boulevard in old New York  
Just remember there's an East Side and the West Side  
Just remember there's an East Side and the West Side  "
Dean Martin,Everybody But Me,/d/dean+martin/everybody+but+me_20822771.html,
Dean Martin,Everybody Loves Somebody,/d/dean+martin/everybody+loves+somebody_20335877.html,"I'd arrange for every girl to have you charms  
I'd arrange for every girl to have you charms  "
Dean Martin,Far Away Places,/d/dean+martin/far+away+places_20201321.html,I pray for the day I can get under way  
Dean Martin,Five Card Stud,/d/dean+martin/five+card+stud_21049303.html,
Dean Martin,Five Foot Two Eyes Of Blue,/d/dean+martin/five+foot+two+eyes+of+blue_20202612.html,"Now if you run into five foot two covered with fur  
Now if you run into five foot two covered with fur  "
Dean Martin,Fools Rush In,/d/dean+martin/fools+rush+in_20823069.html,"So open up your heart and let this fool rush in
So open up your heart and let this fool rush in  
If there's a chance for me then I don't care  "
Dean Martin,For The Good Times,/d/dean+martin/for+the+good+times_20198585.html,"There'll be time enough for sadness when you leave me  
Hear the whisper of the raindrops blowing soft across the window  
Let's be glad we had some time to spend together  
Hear the whisper of the raindrops blowing soft across the window  "
Dean Martin,For You,/d/dean+martin/for+you_20201357.html,"I'll make a string of pearls out of the dew  
Ah there ain't nothing in the world I wouldn't do  
Oh there's nothing in the world I wouldn't do  "
Dean Martin,Forgetting You,/d/dean+martin/forgetting+you_20198815.html,"'Til I began to see your face in every magazine  
Don't you know that it's breaking my heart  
'Til I began to see your face in every magazine  
Can't you see that I don't want to start  "
Dean Martin,Gentle On My Mind,/d/dean+martin/gentle+on+my+mind_20206853.html,"Or something that somebody said because they thought we fit together walking  
And for hours you're just gentle on my mind  
And the ink stains that have dried up on some line  
along some railroad track by the rivers of my memory  "
Dean Martin,Gigi,/d/dean+martin/gigi_20204668.html,"Why you've been growing up before my very eyes  
Oh what miracle has made you the way you are  
Have I been standing up too close or back too far  
Oh what miracle has made you the way you are"
Dean Martin,Glow Worm,/d/dean+martin/glow+worm_20205897.html,"I don't know who you took a shine to  
Or who you're out to make a sign to  "
Dean Martin,Go Go Go Go,/d/dean+martin/go+go+go+go_20204679.html,"Don't stop, don't stop, go go go go go go  
Don't stop, don't stop, go go go go  
Don't stop, don't stop, go go go go  
(It's love) It's love, it's love, it's love  "
Dean Martin,Good Morning Life,/d/dean+martin/good+mornin+life_20204060.html,"It's life, it's free, it's someone waiting for me  
I slept with both eyes open waiting for today to start  
I slept with both eyes open waiting for today to start  
Feels so good because I'll be seeing her soon  "
Dean Martin,"Goodnight, My Love",/d/dean+martin/goodnight+my+love_20204149.html,
Dean Martin,Goodnight Sweetheart,/d/dean+martin/good+night+sweetheart_20204172.html,
Dean Martin,Green Green Grass Of Home,/d/dean+martin/green+green+grass+of+home_20820113.html,"As they lay me 'neath the green, green grass of home  
It's good to touch the green, green grass of home  
It's good to touch the green, green grass of home  
Again I'll touch the green, green grass of home  "
Dean Martin,Hammer And Nails,/d/dean+martin/hammer+and+nails_20215692.html,"You bend the nails, you walk the boards in that little home  
Yes, without love, that little home just ain't a home  
Find a woman put that woman in that little home  
You cheat a little, you leave your baby all alone  "
Dean Martin,Hands Across The Table,/d/dean+martin/hands+across+the+table_20822986.html,
Dean Martin,Happy Feet,/d/dean+martin/happy+feet_20217807.html,
Dean Martin,Have A Little Sympathy,/d/dean+martin/have+a+little+sympathy_20221569.html,"Tears I cried for you would fill the deep blue sea  
Tears I cried for you would fill the deep blue sea  "
Dean Martin,Hear My Heart,/d/dean+martin/hear+my+heart_20218970.html,"Hear my heart hear the sound it makes of love  
Ask you're heart if our love is really lost  
Ask you're heart if our love is really lost  
Every beat seems to tell me that we'll meet  "
Dean Martin,Heart Over Mind,/d/dean+martin/heart+over+mind_20822844.html,"I love you so much that I can't leave you  
'Cause my heart won't let my love for you change  
'Cause my heart won't let my love for you change  
'Cause my heart won't let my love for you change  "
Dean Martin,He's Got You,/d/dean+martin/hes+got+you_20712708.html,"And it still looks the same as when you gave it dear  
And it still looks the same as when you gave it dear  
I've got your class ring that proved you care  
I've got your memory or has it got me  "
Dean Martin,Hey Brother Pour The Wine,/d/dean+martin/hey+brother+pour+the+wine_20222955.html,
Dean Martin,"Hey, Good Lookin'",/d/dean+martin/hey+good+lookin_20823215.html,"And if wanna have fun come along with me  
I'm free and ready so we can go steady  
'Cause I'm writin' your name down on every page  
I'll keep it till it's covered with age  "
Dean Martin,Hollywood Or Bust (Finale),/d/dean+martin/hollywood+or+bust+finale_20214668.html,"Waiting for someone to discover them down at the counter of Schwabs  
Jeepers creepers ten to one sleepers are winning at Hollywood Park  "
Dean Martin,Honey,/d/dean+martin/honey_20821737.html,
Dean Martin,How Do You Speak To An Angel ?,/d/dean+martin/how+do+you+speak+to+an+angel+_20222322.html,"Or do you just say I love you out loud
When you know that you've just met an angel  
Or do you just say I love you out loud  "
Dean Martin,How D'Ya Like Your Eggs In The Morning? (feat. Helen O'Connell),/d/dean+martin/how+dya+like+your+eggs+in+the+morning+feat+helen+oconnell_20222316.html,"(H) How do you like your toast in the morning  
(H) How do you like your eggs in the morning  
(H) Or the rest of my day is positively mayhem  
(D) I've got to have my love in the morning  "
Dean Martin,I Can't Believe That You're In Love With Me,/d/dean+martin/i+cant+believe+that+youre+in+love+with+me_20171719.html,"They can't believe that you're in love with me  
I can't believe that you're in love with me  
I can't believe that you're in love with me  
Can't believe that you're in love with me"
Dean Martin,I Can't Give You Anything But Love,/d/dean+martin/i+cant+give+you+anything+but+love_20712722.html,"Well I can't give you anything but love baby  
Gee I'd like to see you looking swell baby  
Diamond bracelets Woolworth ain't gonna sell to you baby  
That's the only thing I've plenty of baby  "
Dean Martin,I Can't Help It,/d/dean+martin/i+cant+help+it_20712660.html,"(And hold you just the way I used to do)  
As I brushed your arm and walked so close to you  
(It's hard to know when others' lips will kiss you)  "
Dean Martin,I Don't Know Why (I Just Do),/d/dean+martin/i+dont+know+why+i+just+do_20712731.html,"I don't know why you thrill me like you do  
I don't know why I love you like I do  
Ah, the only time you hold me is when we're dancing  
I don't know why I love ya like I do  "
Dean Martin,I Don't Think You Love Me Anymore,/d/dean+martin/i+dont+think+you+love+me+anymore_20819590.html,"Made a fool of me, you're mean to me
And it's plain to see, you don't love me anymore  
Made a fool of me, you're mean to me  
It's plain to see, you don't love me anymore  "
Dean Martin,I Feel A Song Coming On,/d/dean+martin/i+feel+a+song+comin+on_20196017.html,
Dean Martin,I Feel Like A Feather In The Breeze,/d/dean+martin/i+feel+like+a+feather+in+the+breeze_20195184.html,"So I'm singing like the birdies in the trees  
As soon as you're by my side well I'm satisfied  
As soon as you're by my side well I'm satisfied  
So I'm singing like the birdies in the trees  "
Dean Martin,I Got Sun In The Morning,/d/dean+martin/i+got+sun+in+the+morning_20209802.html,"I got the sun in the morning and the moon at night  
I got the sun in the morning and the moon at night  
I got the sun in the morning and the moon at night  
I got the sun in the morning and the moon at night  "
Dean Martin,I Love The Way You Say Goodnight,/d/dean+martin/i+love+the+way+you+say+goodnight_20250388.html,"(the way you always say don't go just hold me tight)  
(The way you have me flying higher than a kite)  
When you say (we just got to be home by twelve)  "
Dean Martin,I Love You Much Too Much,/d/dean+martin/i+love+you+much+too+much_20250523.html,
Dean Martin,I Met A Girl,/d/dean+martin/i+met+a+girl_20264475.html,"But when she looks up at me what do I see  
For once you've seen her the others are not  
Two eyes two lips a nose all girls have some of those  
Two eyes two lips a nose all girls have some of those  "
Dean Martin,I Passed Your House Tonight,/d/dean+martin/i+passed+your+house+tonight_20290615.html,"Two silhouettes in the window that kissed by candle light  
Oh how I missed seeing you waiting at the door for me  
Two silhouettes in the window that kissed by candle light  "
Dean Martin,I Ran All The Way Home,/d/dean+martin/i+ran+all+the+way+home_20308254.html,
Dean Martin,I Walk The Line,/d/dean+martin/i+walk+the+line_20821259.html,"You've got a way to keep me on your side  
I keep a close watch on this heart of mine  
You give me cause for love that I can't hide  
And happiness I've known proves that it's right  "
Dean Martin,I Wonder Who's Kissing Her Now,/d/dean+martin/i+wonder+whos+kissing+her+now_20712682.html,"Well I wonder if she ever tells him of me  
Well I wonder if she ever tells him of me  
I wonder who's looking right smack in the eyes  "
Dean Martin,I'd Cry Like A Baby,/d/dean+martin/id+cry+like+a+baby_20712690.html,"Our love was so splendid, don't end it so soon  
I'd weep like a weeping willow, honest I would.  
I'd weep like a weeping willow, honest I would.  
I'd cry like a baby if you told me goodbye,  "
Dean Martin,If,/d/dean+martin/if_20193603.html,"You're telling me it's just the way it works  
You're telling me it's just the way it works  
Got no backup plan so let's not blow it  "
Dean Martin,If I Could Sing Like Bing,/d/dean+martin/if+i+could+sing+like+bing_20193221.html,
Dean Martin,If I Knew Then,/d/dean+martin/if+i+knew+then_20194467.html,"If I knew then you'd be here right now  
If I Had only taken your dream made it part of mine  "
Dean Martin,If I Should Love Again,/d/dean+martin/if+i+should+love+again_20194306.html,"I'll give my love to nobody else but you
I'll give my love to nobody else but you  
I'll give my love to nobody else but you  
One tender word of love is spoken and then it mends  "
Dean Martin,If Love Is Good To Me,/d/dean+martin/if+love+is+good+to+me_20196439.html,"Just as long as Mother Nature makes you love me  
Just as long as Mother Nature makes you love me  "
Dean Martin,If You Knew Susie,/d/dean+martin/if+you+knew+susie_20712728.html,
Dean Martin,I'll Always Love You (Day After Day),/d/dean+martin/ill+always+love+you+day+after+day_20712678.html,"With every beat repeating I'll always love you so  
And it's mine, yes it's mine the wonder of you  
To you I give my heart so madly madly beating  
And it's mine, yes it's mine the wonder of you  "
Dean Martin,I'll Be Seeing You,/d/dean+martin/ill+be+seeing+you_20822106.html,"I'll be seeing you in every lovely summer's day  
I'll be seeing you in all the old familiar places  "
Dean Martin,I'll Buy That Dream,/d/dean+martin/ill+buy+that+dream_20806915.html,"We'll settle down at Dallas in a little coo-coo palace  
We'll settle down at Dallas in a little low crazy palace  
A honeymoon in Cairo, with a brand new auto gyro  
It doesn't sound bad, and if it can be had  "
Dean Martin,I'll Gladly Make The Same Mistake Again,/d/dean+martin/ill+gladly+make+the+same+mistake+again_20237145.html,"That's the kind of love that never ever ceases  
Every piece that you find has you on its mind  
There'll be lots of tears plus some happy years  
That's the kind of love that never ever ceases  "
Dean Martin,I'll Hold You In My Heart,/d/dean+martin/ill+hold+you+in+my+heart_21063387.html,"I feel so blue when I'm away from you  
(The stars up in the sky know the reason why)  
I feel so blue when I'm away from you  
The stars up in the sky know the reason why  "
Dean Martin,I'm Confessin' (That I Love You),/d/dean+martin/im+confessin+that+i+love+you_20712671.html,
Dean Martin,I'm Forever Blowing Bubbles,/d/dean+martin/im+forever+blowing+bubbles_20822896.html,
Dean Martin,I'm Gonna Paper All My Walls With Your Love Letter,/d/dean+martin/im+gonna+paper+all+my+walls+with+your+love+letter_20717159.html,"And show you all the vows you made in black and white  
Well baby, now it's time you knew the score  
I'm gonna paper all my walls with your love letters  
And show you all the vows you made in black and white  "
Dean Martin,I'm Gonna Steal You Away,/d/dean+martin/im+gonna+steal+you+away_20712669.html,"What if they find us, they wouldn't jail me  
What if they find me, they wouldn't jail me  "
Dean Martin,I'm Sitting On Top Of The World,/d/dean+martin/im+sitting+on+top+of+the+world_20822829.html,"And I'm sitting on top, top of the world  
And I'm sitting on top, top of the world  "
